"description","total_quantity","total_revenue","avg_unitprice","total_profit"
"FELTCRAFT DOLL MOLLY",4469,"$11,762.99",2.9670333333333333,"$4,512,667.46"
"VINTAGE DOILY JUMBO BAG RED ",4447,"$8,535.26",2.0665975103734440,"$4,273,180.54"
"WRAP I LOVE LONDON ",4425,"$1,742.50",0.41620000000000000000,"$268,470.00"
"MINI JIGSAW SPACEBOY",4414,"$1,628.30",0.41078125000000000000,"$244,072.10"
"SOMBRERO ",4402,"$5,691.50",1.8076271186440678,"$2,810,372.30"
"TRAVEL CARD WALLET I LOVE LONDON",4396,"$1,788.72",0.41934065934065934066,"$220,087.80"
"RETROSPOT PARTY BAG + STICKER SET",4391,"$6,749.23",1.6341176470588235,"$329,720.40"
"JUMBO BAG PAISLEY PARK",4373,"$8,529.24",2.0596190476190476,"$398,500.60"
"JAZZ HEARTS PURSE NOTEBOOK",4365,"$1,867.05",0.46007662835249042146,"$124,007.76"
"SET 12 RETRO WHITE CHALK STICKS",4363,"$1,771.54",0.43215686274509803922,"$211,590.96"
"RED RETROSPOT BOWL",4363,"$5,046.98",1.2438157894736842,"$204,306.68"
"MAGIC DRAWING SLATE SPACEBOY ",4331,"$1,735.50",0.41739130434782608696,"$202,297.20"
"COLOURING PENCILS BROWN TUBE",4322,"$2,930.30",0.85848979591836734694,"$135,820.84"
"CARD DOLLY GIRL ",4319,"$1,721.37",0.43537037037037037037,"$108,338.32"
"PAPER CHAIN KIT RETROSPOT",4307,"$12,043.21",2.9532142857142857,"$281,526.44"
"SET OF 6 SNACK LOAF BAKING CASES",4292,"$3,360.18",0.82490066225165562914,"$293,576.26"
"AREA PATROLLED METAL SIGN",4290,"$8,552.22",2.1090476190476190,"$375,310.30"
"SMALL WHITE HEART OF WICKER",4283,"$6,832.83",1.6437851239669421,"$111,066.88"
"YOU'RE CONFUSING ME METAL SIGN ",4281,"$6,762.57",1.6724719101123596,"$389,655.98"
"HAND WARMER RED RETROSPOT",4274,"$8,526.12",2.0876553672316384,"$410,189.88"
"RED RETROSPOT SHOPPER BAG",4264,"$5,115.31",1.2658717948717949,"$177,757.68"
"SET 40 HEART SHAPE PETIT FOUR CASES",4260,"$6,677.00",1.6359154929577465,"$1,124,800.80"
"SCOTTIE DOG HOT WATER BOTTLE",4259,"$20,104.35",4.9032786885245902,"$1,595,800.80"
"RETROSPOT TEA SET CERAMIC 11 PC ",4248,"$20,470.78",4.9979951980792317,"$286,192.82"
"LONDON BUS COFFEE MUG",4246,"$9,666.30",2.4929577464788732,"$1,017,968.40"
"EMPIRE DESIGN ROSETTE",4236,"$3,596.42",1.2261538461538462,"$12,524,456.60"
"PACK OF 20 NAPKINS RED APPLES",4234,"$3,330.64",0.84780864197530864198,"$191,381.48"
"JUMBO BAG TOYS ",4198,"$7,689.28",2.0133198380566802,"$1,067,576.46"
"STAR DECORATION PAINTED ZINC ",4179,"$925.71",0.31479338842975206612,"$67,899.84"
"TEA PARTY BIRTHDAY CARD",4165,"$1,702.79",0.42437735849056603774,"$55,269.82"
"SET OF 20 KIDS COOKIE CUTTERS",4149,"$8,697.27",2.1489018691588785,"$241,544.36"
"HEART DECORATION RUSTIC HANGING ",4143,"$857.33",0.23285714285714285714,"$64,398.60"
"HANGING HEART WITH BELL",4113,"$1,907.83",0.56183673469387755102,"$94,316.54"
"SET 12 KIDS  WHITE CHALK STICKS",4095,"$1,653.24",0.42740740740740740741,"$187,818.08"
"RED SPOT CERAMIC DRAWER KNOB",4080,"$5,042.40",1.2877816901408451,"$181,656.14"
"WRAP SUKI AND FRIENDS",4075,"$1,687.50",0.41955223880597014925,"$105,525.00"
"PLASTERS IN TIN SKULLS",4036,"$6,505.80",1.6465517241379310,"$188,417.40"
"ASSORTED INCENSE PACK",4032,"$760.32",0.20259259259259259259,"$394,778.88"
"BEWARE OF THE CAT METAL SIGN ",4027,"$6,405.31",1.6723433242506812,"$289,526.52"
"12 PENCIL SMALL TUBE WOODLAND",4007,"$2,551.15",0.66546391752577319588,"$221,134.70"
"BLUE SPOT CERAMIC DRAWER KNOB",4004,"$5,028.52",1.3003040540540541,"$189,014.62"
"WHITE SPOT BLUE CERAMIC DRAWER KNOB",3994,"$4,960.50",1.3009473684210526,"$172,546.62"
"PACK OF 12 PINK POLKADOT TISSUES",3985,"$1,129.79",0.33987261146496815287,"$405,812.68"
"SET/10 BLUE POLKADOT PARTY CANDLES",3970,"$4,798.34",1.2475431034482759,"$350,048.58"
"SET OF 72 PINK HEART PAPER DOILIES",3954,"$5,566.68",1.4692556634304207,"$308,495.60"
"CERAMIC STRAWBERRY CAKE MONEY BANK",3927,"$4,756.91",1.3885915492957746,"$269,160.00"
"POTTERING IN THE SHED METAL SIGN",3926,"$8,372.70",2.0697368421052632,"$482,530.08"
"PANTRY WASHING UP BRUSH",3920,"$5,795.86",1.4955271565495208,"$951,927.38"
"PACK OF 12 COLOURED PENCILS",3910,"$3,130.84",0.85576354679802955665,"$437,908.02"
"DOORMAT RED RETROSPOT",3901,"$25,397.85",7.7597927461139896,"$1,399,285.16"
"LADIES & GENTLEMEN METAL SIGN",3899,"$8,699.13",2.5140650406504065,"$455,569.14"
"HEART IVORY TRELLIS SMALL",3863,"$4,715.03",1.2571551724137931,"$284,608.22"
"TEA BAG PLATE RED RETROSPOT",3863,"$3,223.49",0.86656370656370656371,"$236,920.92"
"EDWARDIAN PARASOL NATURAL",3826,"$20,696.71",5.8646858638743455,"$860,792.00"
"RED POLKADOT BEAKER ",3822,"$1,538.62",0.44192982456140350877,"$81,148.08"
"RECORD FRAME 7"" SINGLE SIZE ",3812,"$8,450.82",2.4929648241206030,"$446,563.76"
"12 PENCILS TALL TUBE POSY",3809,"$1,169.01",0.36318181818181818182,"$85,492.64"
"MOROCCAN TEA GLASS",3808,"$2,761.60",0.82113402061855670103,"$451,874.70"
"ROBOT BIRTHDAY CARD",3795,"$1,573.12",0.42064885496183206107,"$34,113.82"
"FILIGRIS HEART WITH BUTTERFLY",3781,"$4,544.13",1.2636065573770492,"$382,814.96"
"PAPER BUNTING WHITE LACE",3779,"$10,264.05",2.8805660377358491,"$399,987.70"
"HAND WARMER RED LOVE HEART",3762,"$7,660.20",2.0943609022556391,"$291,183.00"
"CARTOON  PENCIL SHARPENERS",3760,"$253.20",0.07320000000000000000,"$35,383.80"
"RED RETROSPOT PICNIC BAG",3758,"$10,371.66",2.9493814432989691,"$452,401.02"
"TOILET METAL SIGN",3749,"$1,997.13",0.55504950495049504950,"$154,411.10"
"SET OF 3 WOODEN HEART DECORATIONS",3747,"$4,829.08",1.3159628770301624,"$85,639.00"
"HOT WATER BOTTLE TEA AND SYMPATHY",3736,"$15,415.22",4.2121923076923077,"$708,632.46"
"6 GIFT TAGS VINTAGE CHRISTMAS ",3735,"$3,076.29",0.82957854406130268199,"$118,015.46"
"DOORMAT NEW ENGLAND",3721,"$22,968.25",7.8162197392923650,"$2,564,409.90"
"STRAWBERRY LUNCH BOX WITH CUTLERY",3716,"$8,734.64",2.5573287671232877,"$333,360.52"
"GIRAFFE WOODEN RULER",3710,"$6,820.74",2.0498340248962656,"$954,720.50"
"RED WOOLLY HOTTIE WHITE HEART.",3707,"$13,430.51",4.0547560975609756,"$1,486,960.96"
"METAL SIGN TAKE IT OR LEAVE IT ",3690,"$10,647.30",2.9643854748603352,"$5,790,266.80"
"REGENCY TEA PLATE PINK",3688,"$5,793.28",1.6405357142857143,"$186,113.40"
"JINGLE BELL HEART DECORATION",3687,"$6,069.15",1.6481538461538462,"$130,461.00"
"JAM JAR WITH PINK LID",3681,"$2,952.57",0.84578947368421052632,"$174,392.90"
"SMALL GLASS HEART TRINKET POT",3670,"$7,412.56",2.0936705202312139,"$171,160.70"
"BOX OF 6 MINI VINTAGE CRACKERS",3647,"$8,350.41",2.4571513353115727,"$370,278.36"
"SET OF 3 HANGING OWLS OLLIE BEAK",3642,"$4,327.42",1.2872982456140351,"$288,407.34"
"CHOCOLATE THIS WAY METAL SIGN",3635,"$7,208.52",2.1401837270341207,"$429,155.82"
"DOORMAT UNION FLAG",3625,"$23,697.99",7.7944230769230769,"$2,039,709.36"
"FEATHER PEN,HOT PINK",3621,"$1,777.61",0.50993788819875776398,"$85,913.68"
"COWBOYS AND INDIANS BIRTHDAY CARD ",3581,"$1,444.75",0.43172413793103448276,"$46,556.56"
"IVORY HANGING DECORATION  HEART",3564,"$2,957.64",0.85954128440366972477,"$182,942.80"
"POTTERING MUG",3548,"$4,058.76",1.3853000000000000,"$953,605.60"
"JINGLE BELL HEART ANTIQUE SILVER",3547,"$6,962.04",2.1392610837438424,"$1,204,847.10"
"CHILDRENS APRON SPACEBOY DESIGN",3543,"$6,572.49",1.9839168490153173,"$163,659.86"
"BOX OF 6 MINI 50'S CRACKERS",3539,"$8,216.79",2.4641732283464567,"$318,768.06"
"ANGEL DECORATION 3 BUTTONS ",3532,"$1,457.52",0.41949152542372881356,"$132,622.20"
"CHILDRENS CUTLERY POLKADOT PINK",3530,"$13,796.60",4.1724390243902439,"$1,400,984.38"
"36 PENCILS TUBE RED RETROSPOT",3523,"$4,233.51",1.2443162393162393,"$182,719.52"
"VINTAGE DOILY TRAVEL SEWING KIT",3522,"$6,747.90",1.9483516483516484,"$242,673.30"
"RED RETROSPOT CUP",3519,"$2,822.41",0.84767857142857142857,"$105,133.06"
"MAGIC DRAWING SLATE DOLLY GIRL ",3514,"$1,431.96",0.41612903225806451613,"$99,731.52"
"ANTIQUE SILVER TEA GLASS ETCHED",3500,"$4,033.00",1.2230405405405405,"$241,285.98"
"CHRISTMAS CRAFT LITTLE FRIENDS",3468,"$7,128.10",2.1472311212814645,"$168,004.28"
"CARD MOTORBIKE SANTA",3438,"$1,420.20",0.41833333333333333333,"$40,438.44"
"PLAYING CARDS KEEP CALM & CARRY ON",3435,"$4,246.71",1.2481305637982196,"$83,453.58"
"DOORMAT FAIRY CAKE",3429,"$21,187.69",7.9065573770491803,"$7,732,237.38"
"PACK OF 12 50'S CHRISTMAS TISSUES",3419,"$1,272.93",0.38910256410256410256,"$146,997.18"
"TOILET SIGN OCCUPIED OR VACANT",3414,"$2,837.57",0.87760299625468164794,"$74,196.90"
"EMPIRE GIFT WRAP",3400,"$1,384.00",0.41794392523364485981,"$76,966.00"
"PIECE OF CAMO STATIONERY SET",3380,"$326.56",0.09677419354838709677,"$47,176.80"
"CIRCUS PARADE LUNCH BOX ",3375,"$6,122.63",1.9400000000000000,"$339,423.90"
"LOVEBIRD HANGING DECORATION WHITE ",3372,"$2,818.62",0.86083333333333333333,"$122,396.92"
"HANGING MINI COLOURED BOTTLES",3370,"$2,000.22",0.61946428571428571429,"$245,460.90"
"CARD BIRTHDAY COWBOY",3367,"$1,324.89",0.42064516129032258065,"$137,390.26"
"ASSORTED COLOUR T-LIGHT HOLDER",3361,"$1,990.97",0.67606741573033707865,"$1,855,790.40"
"6 GIFT TAGS 50'S CHRISTMAS ",3346,"$2,753.42",0.82959409594095940959,"$78,484.22"
"PINK DRAWER KNOB ACRYLIC EDWARDIAN",3345,"$3,926.72",1.2472316384180791,"$250,120.86"
"RETROSPOT HEART HOT WATER BOTTLE",3335,"$15,871.73",4.9588503649635036,"$1,468,604.06"
"PARTY METAL SIGN ",3335,"$4,708.27",1.4867624020887728,"$134,283.48"
"HERB MARKER BASIL",3329,"$2,000.35",0.64896907216494845361,"$1,307,878.40"
"FENG SHUI PILLAR CANDLE",3317,"$630.23",0.19000000000000000000,"$278,781.68"
"LETTER SHAPE PENCIL SHARPENER",3316,"$227.14",0.09463414634146341463,"$164,498.52"
"LUNCH BAG PAISLEY PARK  ",3315,"$5,267.75",1.6448553054662379,"$280,530.30"
"CARD I LOVE LONDON ",3309,"$1,312.12",0.42141935483870967742,"$139,290.12"
"PACK OF 12 PINK PAISLEY TISSUES ",3309,"$1,003.95",0.35407407407407407407,"$114,221.02"
"SMALL MARSHMALLOWS PINK BOWL",3301,"$1,561.63",0.50105263157894736842,"$43,597.80"
"WRAP VINTAGE PETALS  DESIGN",3300,"$1,338.00",0.41771428571428571429,"$70,962.00"
"MAGIC DRAWING SLATE CIRCUS PARADE  ",3293,"$1,348.50",0.41963855421686746988,"$158,284.44"
"CHRISTMAS STAR WISH LIST CHALKBOARD",3290,"$3,567.70",1.1660833333333333,"$103,993.78"
"BUNDLE OF 3 ALPHABET EXERCISE BOOKS",3286,"$5,225.22",1.6540740740740741,"$192,438.30"
"FELTCRAFT CUSHION OWL",3284,"$11,783.05",3.7856103286384977,"$599,458.76"
"WRAP PAISLEY PARK ",3275,"$1,375.50",0.42000000000000000000,"$38,262.00"
"DOORMAT HEARTS",3271,"$19,948.81",7.9496900826446281,"$2,499,339.74"
"VINTAGE UNION JACK MEMOBOARD",3255,"$22,709.13",9.7672115384615385,"$7,602,806.60"
"GIN & TONIC DIET GREETING CARD ",3217,"$1,320.90",0.41780104712041884817,"$32,790.24"
"PHOTO FRAME CORNICE",3206,"$9,365.78",2.9550000000000000,"$676,975.00"
"HANGING METAL HEART LANTERN",3200,"$4,823.50",1.5931578947368421,"$111,245.30"
"RED RETROSPOT OVEN GLOVE ",3187,"$3,751.63",1.2947014925373134,"$325,139.50"
"CHRISTMAS TOILET ROLL",3176,"$3,680.05",1.3019565217391304,"$1,894,363.30"
"TOY TIDY PINK POLKADOT",3169,"$6,229.58",2.1243389830508475,"$679,179.50"
"CARD CHRISTMAS VILLAGE",3162,"$1,319.40",0.41926829268292682927,"$35,510.76"
"PINK POLKADOT BOWL",3159,"$3,642.58",1.2583482142857143,"$156,002.98"
"GREY HEART HOT WATER BOTTLE",3156,"$12,191.15",4.0295555555555556,"$358,012.70"
"BLUE POLKADOT CUP",3156,"$2,487.08",0.84109589041095890411,"$179,316.68"
"PINK FAIRY CAKE CHILDRENS APRON",3144,"$5,823.36",1.9738403990024938,"$155,790.22"
"PINK HEART SHAPE EGG FRYING PAN",3139,"$4,379.03",1.6408737864077670,"$225,476.12"
"POSTAGE",3120,"$77,803.96",31.5704822565969063,"$227,308.00"
"JUMBO BAG DOLLY GIRL DESIGN",3097,"$6,008.41",2.0554088050314465,"$235,849.74"
"DOORMAT FANCY FONT HOME SWEET HOME",3088,"$19,157.02",7.8653768844221106,"$1,593,233.76"
"CARD CIRCUS PARADE",3088,"$1,272.27",0.42432558139534883721,"$29,082.96"
"KEY FOB , SHED",3087,"$1,963.03",0.68540740740740740741,"$221,595.86"
"RED RETROSPOT PLATE ",3074,"$4,860.98",1.6740000000000000,"$220,327.92"
"CHRISTMAS CRAFT WHITE FAIRY ",3073,"$4,339.29",1.4962462462462462,"$112,570.94"
"PANTRY MAGNETIC  SHOPPING LIST",3067,"$4,346.99",1.4803367875647668,"$85,917.52"
"REGENCY MILK JUG PINK ",3066,"$9,008.00",3.1950549450549451,"$1,833,622.50"
"ROLL WRAP 50'S CHRISTMAS",3058,"$3,699.02",1.2439568345323741,"$83,428.74"
"JAZZ HEARTS ADDRESS BOOK",3057,"$648.69",0.25228723404255319149,"$28,028.90"
"5 HOOK HANGER RED MAGIC TOADSTOOL",3055,"$4,596.75",1.6319819819819820,"$1,718,595.60"
"HEART IVORY TRELLIS LARGE",3055,"$4,988.83",1.6587323943661972,"$200,437.20"
"JAM JAR WITH GREEN LID",3047,"$2,434.73",0.84566666666666666667,"$103,777.80"
"TRAVEL CARD WALLET TRANSPORT",3044,"$1,275.60",0.41971153846153846154,"$42,842.40"
"RETROSPOT CHILDRENS APRON",3039,"$5,587.87",2.0006802721088435,"$193,393.38"
"FELTCRAFT CUSHION RABBIT",3018,"$10,694.81",3.7373573573573574,"$994,631.58"
"FOLKART STAR CHRISTMAS DECORATIONS",3017,"$1,282.41",0.49629213483146067416,"$52,116.22"
"PICTURE DOMINOES",2992,"$4,237.04",1.5164000000000000,"$140,976.04"
"SMALL RED RETROSPOT WINDMILL",2974,"$3,521.70",1.2572192513368984,"$145,674.70"
"HOT WATER BOTTLE I AM SO POORLY",2972,"$13,847.28",4.8588416988416988,"$530,471.80"
"PACK OF 12 SPACEBOY TISSUES",2957,"$961.29",0.34622857142857142857,"$23,737.28"
"REGENCY SUGAR BOWL GREEN",2956,"$11,575.54",4.1267286245353160,"$2,487,810.40"
"LARGE CERAMIC TOP STORAGE JAR",2954,"$4,624.50",1.6322222222222222,"$175,043.40"
"SET OF 36 TEATIME PAPER DOILIES",2928,"$4,078.68",1.4632644628099174,"$216,821.94"
"ASSORTED BOTTLE TOP  MAGNETS ",2928,"$1,104.36",0.39932835820895522388,"$68,436.96"
"FAWN BLUE HOT WATER BOTTLE",2925,"$9,218.55",3.3662273901808786,"$269,849.00"
"3 STRIPEY MICE FELTCRAFT",2923,"$5,478.05",1.9640435835351090,"$109,460.92"
"WASHROOM METAL SIGN",2922,"$4,462.37",1.4683612040133779,"$313,713.76"
"HOUSE SHAPE PENCIL SHARPENER",2915,"$309.90",0.09085106382978723404,"$121,513.56"
"PENNY FARTHING BIRTHDAY CARD",2915,"$1,203.49",0.43090909090909090909,"$28,955.72"
"TRADITIONAL WOODEN CATCH CUP GAME ",2914,"$3,656.75",1.2963606557377049,"$106,699.02"
"NATURAL SLATE RECTANGLE CHALKBOARD",2911,"$4,636.91",1.6542307692307692,"$104,579.08"
"LARGE WHITE HEART OF WICKER",2908,"$8,184.70",2.9476136363636364,"$142,998.02"
"TRADITIONAL CHRISTMAS RIBBONS",2907,"$3,607.80",1.2920802919708029,"$178,638.80"
"3 HEARTS HANGING DECORATION RUSTIC",2895,"$8,161.21",2.9757777777777778,"$392,392.90"
"SMALL FOLDING SCISSOR(POINTED EDGE)",2892,"$360.71",0.13614285714285714286,"$46,866.82"
"RECIPE BOX RETROSPOT ",2870,"$7,952.90",2.9218061674008811,"$513,608.00"
"CHRISTMAS METAL TAGS ASSORTED ",2863,"$2,401.03",0.89192857142857142857,"$126,785.94"
"ROLL WRAP VINTAGE CHRISTMAS",2857,"$3,462.89",1.2450972762645914,"$90,969.98"
"LUNCH BOX WITH CUTLERY RETROSPOT ",2853,"$6,717.79",2.5546525679758308,"$229,998.30"
"GIN AND TONIC MUG",2852,"$3,724.36",1.3477040816326531,"$1,030,534.70"
"WRAP CIRCUS PARADE",2852,"$1,181.84",0.41920792079207920792,"$44,969.84"
"SET OF 6 RIBBONS VINTAGE CHRISTMAS",2843,"$8,051.83",2.8916326530612245,"$184,057.58"
"GLASS HEART T-LIGHT HOLDER ",2843,"$2,110.46",0.83465648854961832061,"$104,985.18"
"MINI PLAYING CARDS BUFFALO BILL ",2841,"$1,129.02",0.41837837837837837838,"$394,578.48"
"MINI JIGSAW DOLLY GIRL",2824,"$1,050.41",0.40400000000000000000,"$126,461.20"
"LIPSTICK PEN RED",2812,"$1,236.12",0.44638554216867469880,"$71,920.94"
"BLUE POLKADOT BEAKER ",2812,"$1,096.68",0.39000000000000000000,"$61,219.86"
"WHITE ROCKING HORSE HAND PAINTED",2803,"$3,377.75",1.2437869822485207,"$149,299.30"
"LAUNDRY 15C METAL SIGN",2791,"$4,229.72",1.4927450980392157,"$373,952.30"
"MEMO BOARD RETROSPOT  DESIGN",2786,"$12,411.02",4.9373275862068966,"$1,794,550.58"
"HAPPY STENCIL CRAFT",2785,"$3,254.60",1.2558778625954198,"$236,093.84"
"SET 12 COLOUR PENCILS SPACEBOY ",2785,"$1,807.85",0.64957983193277310924,"$121,860.10"
"EDWARDIAN PARASOL BLACK",2779,"$15,218.67",5.8937113402061856,"$658,180.30"
"WRAP DOLLY GIRL",2775,"$1,149.50",0.41919191919191919192,"$42,113.00"
"COFFEE MUG APPLES DESIGN",2770,"$6,124.15",2.5191774891774892,"$311,708.34"
"VINTAGE CHRISTMAS BUNTING",2755,"$12,994.77",4.9512938005390836,"$368,097.98"
"ASS FLORAL PRINT MULTI SCREWDRIVER",2754,"$1,261.69",0.50285714285714285714,"$40,681.36"
"SCANDINAVIAN REDS RIBBONS",2747,"$3,499.70",1.2912968299711816,"$72,405.92"
"HEART FILIGREE DOVE LARGE",2737,"$4,420.17",1.6686425339366516,"$199,880.10"
"BLUE POLKADOT BOWL",2729,"$3,179.90",1.2419026548672566,"$123,843.32"
"ENGLISH ROSE NOTEBOOK A7 SIZE",2729,"$1,147.00",0.42364444444444444444,"$30,197.16"
"ALARM CLOCK BAKELIKE IVORY",2728,"$10,285.61",3.7554716981132075,"$460,426.14"
"SET OF 9 BLACK SKULL BALLOONS",2727,"$2,263.35",0.84778409090909090909,"$94,057.40"
"MINI PLAYING CARDS SPACEBOY ",2718,"$1,116.36",0.41912408759124087591,"$205,715.88"
"VICTORIAN  METAL POSTCARD SPRING",2708,"$2,975.24",1.6657738095238095,"$174,929.14"
"SET/3 RED GINGHAM ROSE STORAGE BOX",2704,"$9,424.32",3.6949382716049383,"$643,621.98"
"CHRISTMAS METAL POSTCARD WITH BELLS",2704,"$1,125.94",0.51900000000000000000,"$80,609.20"
"WHITE SKULL HOT WATER BOTTLE ",2702,"$10,227.72",4.0190025575447570,"$729,050.30"
"FELTCRAFT CUSHION BUTTERFLY",2698,"$9,655.48",3.7372093023255814,"$793,183.12"
"SET 2 PANTRY DESIGN TEA TOWELS",2697,"$8,323.17",3.2295283018867925,"$735,815.08"
"FOLKART ZINC HEART CHRISTMAS DEC",2692,"$2,138.44",0.84672955974842767296,"$260,072.78"
"PHOTO CUBE",2688,"$4,032.56",1.7254494382022472,"$492,684.98"
"SET OF 9 HEART SHAPED BALLOONS",2680,"$3,257.04",1.2557918552036199,"$103,206.52"
"CARD GINGHAM ROSE ",2678,"$1,073.74",0.42154929577464788732,"$44,676.72"
"ALPHABET STENCIL CRAFT",2673,"$3,005.44",1.2601764705882353,"$575,863.40"
"ICE CREAM BUBBLES",2667,"$2,147.61",0.82656250000000000000,"$128,772.76"
"REGENCY TEAPOT ROSES ",2666,"$23,073.32",9.7058725761772853,"$3,778,558.90"
"RECYCLED PENCIL WITH RABBIT ERASER",2665,"$525.75",0.21395061728395061728,"$86,949.78"
"HOME BUILDING BLOCK WORD",2654,"$15,630.96",6.0179718309859155,"$103,105.00"
"SET OF 36 DOILIES PANTRY DESIGN",2653,"$3,761.92",1.4544387755102041,"$178,200.90"
"12 PENCILS TALL TUBE RED RETROSPOT",2652,"$2,247.96",0.84948000000000000000,"$60,604.12"
"PACK OF 12 VINTAGE CHRISTMAS TISSUE",2642,"$1,000.14",0.38940677966101694915,"$85,900.98"
"GIANT 50'S CHRISTMAS CRACKER",2635,"$6,926.11",2.6578504672897196,"$114,727.16"
"CLASSIC CAFE SUGAR DISPENSER",2634,"$3,038.35",1.2298578199052133,"$91,715.38"
"CAMOUFLAGE LED TORCH",2628,"$4,278.12",1.6816666666666667,"$287,549.08"
" SET 2 TEA TOWELS I LOVE LONDON ",2627,"$7,208.95",3.0295544554455446,"$1,141,801.00"
"LOVE HEART POCKET WARMER",2620,"$1,657.70",1.2366666666666667,"$412,830.78"
"PIGGY BANK RETROSPOT ",2619,"$6,308.57",2.5284210526315789,"$1,490,020.22"
"PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",2614,"$3,169.87",1.2569565217391304,"$170,229.30"
"SET 20 NAPKINS FAIRY CAKES DESIGN ",2609,"$2,148.23",0.86313131313131313131,"$60,734.96"
"ZINC WILLIE WINKIE  CANDLE STICK",2607,"$2,176.95",0.87234375000000000000,"$69,777.82"
"TEA TIME TEA TOWELS ",2600,"$6,045.00",2.3250000000000000,"$7,852,455.00"
"ASSORTED CREEPY CRAWLIES",2599,"$1,093.63",0.43782608695652173913,"$39,071.74"
"ROLL WRAP VINTAGE SPOT ",2593,"$3,165.65",1.2467058823529412,"$73,187.62"
"PINK  POLKADOT CUP",2574,"$2,051.40",0.84617647058823529412,"$83,275.94"
"SPACEBOY BEAKER",2571,"$2,975.75",1.2440140845070423,"$514,920.50"
"RIBBON REEL STRIPES DESIGN ",2558,"$4,208.78",1.6814772727272727,"$79,265.60"
"MAGNETS PACK OF 4 SWALLOWS",2545,"$1,528.68",0.63616379310344827586,"$29,711.94"
"SET OF 6 NATIVITY MAGNETS ",2543,"$5,058.59",2.1498692810457516,"$412,931.40"
"VINTAGE UNION JACK BUNTING",2540,"$20,962.16",8.5053482587064677,"$1,071,389.92"
"SET OF 5 LUCKY CAT MAGNETS ",2538,"$5,121.48",2.1666666666666667,"$225,568.86"
"TRAVEL CARD WALLET UNION JACK",2527,"$1,059.90",0.41967741935483870968,"$26,667.12"
"CHILDRENS CUTLERY POLKADOT BLUE",2524,"$9,831.40",4.1198113207547170,"$1,089,274.10"
"ASSORTED LAQUERED INCENSE HOLDERS",2516,"$443.76",0.20076923076923076923,"$527,767.98"
"3 PIECE SPACEBOY COOKIE CUTTER SET",2514,"$5,034.64",2.1337086092715232,"$297,405.78"
"RETRO COFFEE MUGS ASSORTED",2508,"$2,835.08",1.2404166666666667,"$439,634.90"
"FINE WICKER HEART ",2508,"$2,984.52",1.2352222222222222,"$79,825.32"
"MUSICAL ZINC HEART DECORATION ",2499,"$943.93",0.48508474576271186441,"$43,344.26"
"SET/20 STRAWBERRY PAPER NAPKINS ",2494,"$1,982.08",0.85048780487804878049,"$84,548.56"
"CHILDRENS CUTLERY RETROSPOT RED ",2492,"$9,603.68",4.1498275862068966,"$693,520.82"
"MINI PLAYING CARDS DOLLY GIRL ",2476,"$1,014.72",0.41898305084745762712,"$204,865.80"
"SET OF 4 JAM JAR MAGNETS",2472,"$4,986.49",2.0809210526315789,"$208,880.68"
"KNITTED UNION FLAG HOT WATER BOTTLE",2469,"$9,329.17",4.0015950920245399,"$224,053.72"
"SCANDINAVIAN PAISLEY PICNIC BAG",2467,"$4,363.66",1.8524464831804281,"$111,894.72"
"VINTAGE CHRISTMAS CAKE FRILL",2465,"$3,899.25",1.6451612903225806,"$570,446.70"
"PACK OF 6 COCKTAIL PARASOL STRAWS",2465,"$960.42",0.41625000000000000000,"$131,141.40"
"GLITTER CHRISTMAS STAR ",2465,"$1,054.63",0.49124031007751937984,"$50,494.44"
"FEATHER PEN,COAL BLACK",2462,"$1,180.26",0.53867256637168141593,"$62,163.02"
"SET OF SALT AND PEPPER TOADSTOOLS",2461,"$3,007.85",1.2451776649746193,"$63,598.60"
"RED RETROSPOT SMALL MILK JUG",2460,"$5,830.20",2.5345312500000000,"$283,777.80"
"RED RETROSPOT PEG BAG",2460,"$5,880.05",2.5210526315789474,"$249,619.80"
"ANGEL DECORATION STARS ON DRESS",2459,"$1,012.62",0.41870967741935483871,"$72,611.16"
"CLASSIC CHROME BICYCLE BELL ",2454,"$3,435.70",1.4394350282485876,"$576,826.10"
"MINI PAINTED GARDEN DECORATION ",2452,"$723.72",0.38753424657534246575,"$101,252.88"
"ASSORTED TUTTI FRUTTI PEN",2452,"$801.24",0.37430107526881720430,"$50,610.58"
"MINI JIGSAW CIRCUS PARADE ",2451,"$915.78",0.41215384615384615385,"$148,065.34"
"WRAP  VINTAGE DOILY ",2450,"$1,029.00",0.42000000000000000000,"$27,846.00"
"CHRISTMAS CRAFT TREE TOP ANGEL",2448,"$5,025.58",2.1459722222222222,"$97,492.88"
"STAR WOODEN CHRISTMAS DECORATION",2445,"$2,040.81",0.90833333333333333333,"$285,635.66"
"RED SPOT PAPER GIFT BAG",2444,"$1,944.08",0.81754098360655737705,"$142,302.00"
"GLITTER HEART DECORATION",2435,"$1,056.73",0.46253521126760563380,"$38,641.36"
"TREASURE ISLAND BOOK BOX",2431,"$5,036.55",2.2418181818181818,"$871,057.80"
